shape,picked_config_id,BLOCK_M,BLOCK_N,BLOCK_K,runtime_cost_us,invalid_config,score,notes
16x6144x4096,c29,16,256,128,24.582,0,24.582,"path_reordered,ASCEND_HOME_PATH_set,ASCEND_TOOLKIT_HOME_set;launch=fixed_cores(24),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
16x1024x8192,c18,64,128,128,31.051000000000002,0,31.051000000000002,"path_reordered,ASCEND_HOME_PATH_set,ASCEND_TOOLKIT_HOME_set;launch=fixed_cores(8),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
1x3072x1536,c12,128,128,128,9.331,0,9.331,"path_reordered,ASCEND_HOME_PATH_set,ASCEND_TOOLKIT_HOME_set;launch=fixed_cores(24),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_flat_fallback"
32x1024x1536,c12,128,128,128,8.21,0,8.21,"path_reordered,ASCEND_HOME_PATH_set,ASCEND_TOOLKIT_HOME_set;launch=fixed_cores(8),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
