method,bucket_m,samples,p50_runtime_us,mean_tflops
BUCKET,1,31,303.104013,6.503267
BUCKET,2,14,460.711993,4.601104
BUCKET,3,38,207.559999,4.144308
BUCKET,4,10,1208.319962,1.131873
BUCKET,5,49,190.928005,1.977804
BUCKET,6,17,388.096005,1.205447
BUCKET,7,97,151.552007,0.830969
FULL,1,31,123.712000,15.172600
FULL,2,14,114.736002,13.779466
FULL,3,38,67.472000,11.842990
FULL,4,10,558.560014,2.399035
FULL,5,49,76.800004,3.611439
FULL,6,17,162.816003,2.490461
FULL,7,97,53.104000,2.216997
