timestamp,method,workload,split,shape_id,M,N,K,dtype,gpu,config_id,BLOCK_M,BLOCK_N,BLOCK_K,compile_time_ms,tune_time_ms,runtime_cost_us,bucket_key,cache_key,invalid_config,notes
2026-03-04T04:23:24.786326+00:00,BUCKET,bucket_torch_npu,tune,bucket_torch_tune_000,1,3072,1536,fp16,Ascend910B2,c29,16,256,128,0.0,15384.594,9.82,5,bucket_g5,0,"batch_tune;path_reordered,ASCEND_HOME_PATH_set,ASCEND_TOOLKIT_HOME_set;launch=fixed_cores(12),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
2026-03-04T04:23:24.786405+00:00,BUCKET,bucket_torch_npu,tune,bucket_torch_tune_001,2,1536,4096,fp16,Ascend910B2,c29,16,256,128,0.0,0.0,20.102,6,bucket_g6,0,"batch_tune;path_reordered,ASCEND_HOME_PATH_set,ASCEND_TOOLKIT_HOME_set;launch=fixed_cores(6),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
2026-03-04T04:23:24.786438+00:00,BUCKET,bucket_torch_npu,tune,bucket_torch_tune_002,16,6144,4096,fp16,Ascend910B2,c29,16,256,128,0.0,0.0,23.6,4,bucket_g4,0,"batch_tune;path_reordered,ASCEND_HOME_PATH_set,ASCEND_TOOLKIT_HOME_set;launch=fixed_cores(24),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
2026-03-04T04:23:24.786458+00:00,BUCKET,bucket_torch_npu,tune,bucket_torch_tune_003,4,4096,1536,fp16,Ascend910B2,c29,16,256,128,0.0,0.0,9.82,5,bucket_g5,0,"batch_tune;path_reordered,ASCEND_HOME_PATH_set,ASCEND_TOOLKIT_HOME_set;launch=fixed_cores(12),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
2026-03-04T04:23:24.786481+00:00,BUCKET,bucket_torch_npu,tune,bucket_torch_tune_004,32,1024,1536,fp16,Ascend910B2,c29,16,256,128,0.0,0.0,10.32,7,bucket_g7,0,"batch_tune;path_reordered,ASCEND_HOME_PATH_set,ASCEND_TOOLKIT_HOME_set;launch=fixed_cores(8),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
2026-03-04T04:23:24.786501+00:00,BUCKET,bucket_torch_npu,tune,bucket_torch_tune_005,64,1536,4096,fp16,Ascend910B2,c29,16,256,128,0.0,0.0,20.102,6,bucket_g6,0,"batch_tune;path_reordered,ASCEND_HOME_PATH_set,ASCEND_TOOLKIT_HOME_set;launch=fixed_cores(6),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
2026-03-04T04:23:24.786522+00:00,BUCKET,bucket_torch_npu,tune,bucket_torch_tune_006,8,4096,3072,fp16,Ascend910B2,c29,16,256,128,0.0,0.0,9.82,5,bucket_g5,0,"batch_tune;path_reordered,ASCEND_HOME_PATH_set,ASCEND_TOOLKIT_HOME_set;launch=fixed_cores(12),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
2026-03-04T04:23:24.786540+00:00,BUCKET,bucket_torch_npu,tune,bucket_torch_tune_007,64,2048,1024,fp16,Ascend910B2,c29,16,256,128,0.0,0.0,10.32,7,bucket_g7,0,"batch_tune;path_reordered,ASCEND_HOME_PATH_set,ASCEND_TOOLKIT_HOME_set;launch=fixed_cores(8),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
2026-03-04T04:23:24.786564+00:00,BUCKET,bucket_torch_npu,eval,bucket_torch_eval_000,32,1536,1024,fp16,Ascend910B2,c29,16,256,128,0.0,0.0,7.46,7,bucket_g7,0,"batch_tune;path_reordered,ASCEND_HOME_PATH_set,ASCEND_TOOLKIT_HOME_set;launch=fixed_cores(12),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
2026-03-04T04:23:24.786582+00:00,BUCKET,bucket_torch_npu,eval,bucket_torch_eval_001,32,2048,8192,fp16,Ascend910B2,c29,16,256,128,0.0,0.0,41.04,6,bucket_g6,0,"batch_tune;path_reordered,ASCEND_HOME_PATH_set,ASCEND_TOOLKIT_HOME_set;launch=fixed_cores(16),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
2026-03-04T04:23:24.786601+00:00,BUCKET,bucket_torch_npu,eval,bucket_torch_eval_002,16,2048,4096,fp16,Ascend910B2,c29,16,256,128,0.0,0.0,20.802,6,bucket_g6,0,"batch_tune;path_reordered,ASCEND_HOME_PATH_set,ASCEND_TOOLKIT_HOME_set;launch=fixed_cores(8),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
2026-03-04T04:23:24.786620+00:00,BUCKET,bucket_torch_npu,eval,bucket_torch_eval_003,16,2048,1536,fp16,Ascend910B2,c29,16,256,128,0.0,0.0,9.182,7,bucket_g7,0,"batch_tune;path_reordered,ASCEND_HOME_PATH_set,ASCEND_TOOLKIT_HOME_set;launch=fixed_cores(8),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
2026-03-04T04:24:15.510148+00:00,FULL_TUNE,bucket_torch_npu,eval,bucket_torch_eval_000,32,1536,1024,fp16,Ascend910B2,c18,64,128,128,3.595557063817978,28218.256,6.9,7,full_tune:32x1536x1024,0,"full_tune_batch_all;no_change;launch=fixed_cores(12),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
2026-03-04T04:24:15.510239+00:00,FULL_TUNE,bucket_torch_npu,eval,bucket_torch_eval_001,32,2048,8192,fp16,Ascend910B2,c16,96,128,128,0.0,0.0,33.8,6,full_tune:32x2048x8192,0,"full_tune_batch_all;no_change;launch=fixed_cores(16),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
2026-03-04T04:24:15.510291+00:00,FULL_TUNE,bucket_torch_npu,eval,bucket_torch_eval_002,16,2048,4096,fp16,Ascend910B2,c23,128,128,128,0.0,0.0,18.16,6,full_tune:16x2048x4096,0,"full_tune_batch_all;no_change;launch=fixed_cores(16),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
2026-03-04T04:24:15.510339+00:00,FULL_TUNE,bucket_torch_npu,eval,bucket_torch_eval_003,16,2048,1536,fp16,Ascend910B2,c23,128,128,128,0.0,0.0,8.62,7,full_tune:16x2048x1536,0,"full_tune_batch_all;no_change;launch=fixed_cores(16),swizzle2d_g=4,dir=1;timing=npu_profiler_batch_offline_kernel_step"
2026-03-04T04:24:37.022769+00:00,TORCH,bucket_torch_npu,eval,bucket_torch_eval_000,32,1536,1024,fp16,Ascend910B2,torch_mm_npu,-1,-1,-1,463.06956373155117,0.0,6.44,7,torch_mm_npu,0,torch_mm_npu;timing=npu_profiler_batch_offline_kernel_step
2026-03-04T04:24:37.022827+00:00,TORCH,bucket_torch_npu,eval,bucket_torch_eval_001,32,2048,8192,fp16,Ascend910B2,torch_mm_npu,-1,-1,-1,0.0,0.0,21.48,6,torch_mm_npu,0,torch_mm_npu;timing=npu_profiler_batch_offline_kernel_step
2026-03-04T04:24:37.022843+00:00,TORCH,bucket_torch_npu,eval,bucket_torch_eval_002,16,2048,4096,fp16,Ascend910B2,torch_mm_npu,-1,-1,-1,0.0,0.0,11.4,6,torch_mm_npu,0,torch_mm_npu;timing=npu_profiler_batch_offline_kernel_step
2026-03-04T04:24:37.022857+00:00,TORCH,bucket_torch_npu,eval,bucket_torch_eval_003,16,2048,1536,fp16,Ascend910B2,torch_mm_npu,-1,-1,-1,0.0,0.0,5.92,7,torch_mm_npu,0,torch_mm_npu;timing=npu_profiler_batch_offline_kernel_step
