stage,start_utc,end_utc,elapsed_sec,detail
prototype_select,2026-03-03T14:22:36Z,2026-03-03T14:23:18Z,42,
prototype_dedup,2026-03-03T14:23:18Z,2026-03-03T14:23:18Z,0,
