stage,start_utc,end_utc,elapsed_sec,detail
setup_benchmark,2026-03-04T10:02:37Z,2026-03-04T10:02:44Z,7,"results_csv=results/pipeline_repro_20260304T100237Z/bucket_torch.csv,reachable_keys=[4, 5, 6, 7],unreachable_keys=[0, 1, 2, 3],eval_keys=[4, 5, 6, 7]"
benchmark_bucket,2026-03-04T10:02:44Z,2026-03-04T10:03:26Z,41,"method=BUCKET rows=32 tuned_keys=4 splits=(64, 2048, 3072)"
benchmark_torch,2026-03-04T10:03:26Z,2026-03-04T10:03:26Z,0,"method=TORCH eval_rows=16,async_capture=1,async_wall_sec=41"
case_compare,2026-03-04T10:03:26Z,2026-03-04T10:03:26Z,0,"case_compare_csv=results/pipeline_repro_20260304T100237Z/bucket_torch_case_compare_eval.csv,rows=16"
summary,2026-03-04T10:03:26Z,2026-03-04T10:03:26Z,0,"overall=results/pipeline_repro_20260304T100237Z/bucket_torch_summary_overall.csv,tune=results/pipeline_repro_20260304T100237Z/bucket_torch_summary_tune.csv,bucket=results/pipeline_repro_20260304T100237Z/bucket_torch_summary_by_bucket.csv"
all_total,2026-03-04T10:02:37Z,2026-03-04T10:03:26Z,49,pipeline_total
