stage,start_utc,end_utc,elapsed_sec,detail
setup_benchmark,2026-03-04T07:56:40Z,2026-03-04T07:56:48Z,7,"results_csv=results/selected_validate_20260304T075640Z/full_tune_torch.csv,c1=8[c00,c01,c02,c03,c04,c05,c06,c07]"
