stage,start_utc,end_utc,elapsed_sec,detail
setup_benchmark,2026-03-04T02:01:07Z,2026-03-04T02:01:07Z,0,results_csv=results/pipeline_repro_20260304T020107Z/bucket_torch.csv
prototype,2026-03-04T02:01:07Z,2026-03-04T02:01:36Z,29,"prototype_shapes=4[8x2048x4096,64x6144x1024,4x6144x1024,64x8192x8192] candidates=3[c18,c16,c29] prototype_report_csv=results/pipeline_repro_20260304T020107Z/prototype_best.csv"
benchmark_bucket,2026-03-04T02:01:36Z,2026-03-04T02:02:28Z,51,"method=BUCKET rows=32 tuned_keys=8 splits=(4, 2048, 3072)"
benchmark_torch,2026-03-04T02:02:28Z,2026-03-04T02:02:39Z,10,method=TORCH eval_rows=16
case_compare,2026-03-04T02:02:39Z,2026-03-04T02:02:39Z,0,"case_compare_csv=results/pipeline_repro_20260304T020107Z/bucket_torch_case_compare_eval.csv,rows=16"
summary,2026-03-04T02:02:39Z,2026-03-04T02:02:39Z,0,"overall=results/pipeline_repro_20260304T020107Z/bucket_torch_summary_overall.csv,tune=results/pipeline_repro_20260304T020107Z/bucket_torch_summary_tune.csv,bucket=results/pipeline_repro_20260304T020107Z/bucket_torch_summary_by_bucket.csv"
